Prot1,Prot2,Binding_Score,PDBs
P00533,Q12913,47.815067,P00533_Q12913.pdb
P01732,Q8N423,86.237963,P01732_Q8N423.pdb
Q9Y5I0,Q9Y5F1,-4.620876,Q9Y5I0_Q9Y5F1.pdb
Q14517,O60245,-4.316855,Q14517_O60245.pdb
P55283,Q9HC56,-6.330632,P55283_Q9HC56.pdb
Q9Y2C9,P25942,26.62297,Q9Y2C9_P25942.pdb
Q01973,P35590,250.193401,Q01973_P35590.pdb
O60462,Q9HCK4,266.80569,O60462_Q9HCK4.pdb
Q9Y5E4,Q9NRJ7,-6.305741,Q9Y5E4_Q9NRJ7.pdb
P04626,Q96FE5,115.438152,P04626_Q96FE5.pdb
P20701,Q15116,5.334936,P20701_Q15116.pdb
P16150,Q15399,40.101417,P16150_Q15399.pdb
P22223,Q9ULB5,9.789636,P22223_Q9ULB5.pdb
P32004,P13591,14.040896,P32004_P13591.pdb
P01730,P21802,107.666382,P01730_P21802.pdb
P01732,Q9Y6W8,-4.443425,P01732_Q9Y6W8.pdb
Q14517,Q9Y5G4,-4.119977,Q14517_Q9Y5G4.pdb
Q14953,Q14943,23.297326,Q14953_Q14943.pdb
Q02413,Q9Y5E7,6.237879,Q02413_Q9Y5E7.pdb
Q9HBT6,Q9UJ99,-5.874318,Q9HBT6_Q9UJ99.pdb
Q7Z6A9,P78552,2.53058,Q7Z6A9_P78552.pdb
P07766,P25445,15.306047,P07766_P25445.pdb
Q8TD84,Q9H156,249.517817,Q8TD84_Q9H156.pdb
O60469,O95185,430.534092,O60469_O95185.pdb
Q9BZA7,Q9Y5I0,-4.082965,Q9BZA7_Q9Y5I0.pdb
Q9C0A0,P58401,2.97062,Q9C0A0_P58401.pdb
O94985,Q02487,3.38006,O94985_Q02487.pdb
P17301,P05556,16.248938,P17301_P05556.pdb
Q9Y624,Q29980,37.373941,Q9Y624_Q29980.pdb
Q9BWV1,P10586,367.672746,Q9BWV1_P10586.pdb
Q9HC73,P13612,104.206414,Q9HC73_P13612.pdb
P54764,P11362,68.654971,P54764_P11362.pdb
Q8N6Y1,Q9UN75,-5.359491,Q8N6Y1_Q9UN75.pdb
P04629,P35590,34.943695,P04629_P35590.pdb
P23468,P23471,21.939026,P23468_P23471.pdb
Q86WK6,Q07699,138.686006,Q86WK6_Q07699.pdb
P54760,P28827,20.158439,P54760_P28827.pdb
P30511,Q8NHL6,187.794767,P30511_Q8NHL6.pdb
O75309,Q9H4D0,14.774649,O75309_Q9H4D0.pdb
Q9ULB4,Q86SJ6,-1.126927,Q9ULB4_Q86SJ6.pdb
Q5ZPR3,P20333,-4.500815,Q5ZPR3_P20333.pdb
Q14118,P10721,58.356496,Q14118_P10721.pdb
P12830,Q9UN70,0.474915,P12830_Q9UN70.pdb
Q9H251,Q9Y5G1,-3.889892,Q9H251_Q9Y5G1.pdb
P08648,Q9BZZ2,89.968352,P08648_Q9BZZ2.pdb
Q8TDW7,Q9NRJ7,-4.702394,Q8TDW7_Q9NRJ7.pdb
P54753,P10721,69.726655,P54753_P10721.pdb
Q9H5Y7,Q6ZN44,-4.479835,Q9H5Y7_Q6ZN44.pdb
P22223,Q9Y5I2,1.373876,P22223_Q9Y5I2.pdb
Q15762,P12319,66.745925,Q15762_P12319.pdb
Q9NR96,P28908,1.503458,Q9NR96_P28908.pdb
P43146,O94856,64.323327,P43146_O94856.pdb
Q6ZTQ4,Q9UN70,-3.556161,Q6ZTQ4_Q9UN70.pdb
P18627,O00206,266.027486,P18627_O00206.pdb
Q8N126,Q5DX21,101.583217,Q8N126_Q5DX21.pdb
Q9Y6N8,Q86UP0,-3.733349,Q9Y6N8_Q86UP0.pdb
O15146,P08922,22.09178,O15146_P08922.pdb
P55285,Q9Y5E1,-2.407582,P55285_Q9Y5E1.pdb
P15813,P20701,11.878399,P15813_P20701.pdb
Q8N0W4,Q9Y4C0,90.670024,Q8N0W4_Q9Y4C0.pdb
O75578,P16144,9.671246,O75578_P16144.pdb
P18627,P08575,29.851657,P18627_P08575.pdb
A6NI73,Q8IYS5,350.277565,A6NI73_Q8IYS5.pdb
Q9Y5G5,Q9Y5G0,-4.785528,Q9Y5G5_Q9Y5G0.pdb
P05556,P98155,33.539066,P05556_P98155.pdb
Q04721,Q99466,654.995596,Q04721_Q99466.pdb
P10747,Q9NZC2,-0.831821,P10747_Q9NZC2.pdb
P17301,Q12866,26.293283,P17301_Q12866.pdb
P16871,Q5T2D2,6.360507,P16871_Q5T2D2.pdb
Q9BZ76,Q8N0W4,89.202071,Q9BZ76_Q8N0W4.pdb
Q8N6Y1,Q9Y5G4,-5.467247,Q8N6Y1_Q9Y5G4.pdb
Q9H251,P33151,-0.881462,Q9H251_P33151.pdb
Q8NER5,Q01973,-3.179468,Q8NER5_Q01973.pdb
P13224,Q9Y2C9,13.469254,P13224_Q9Y2C9.pdb
Q8IXH8,Q8TDW7,-4.60206,Q8IXH8_Q8TDW7.pdb
O60469,Q9NZN1,39.768281,O60469_Q9NZN1.pdb
Q9H251,Q9NYQ8,-5.302059,Q9H251_Q9NYQ8.pdb
P54753,P10912,7.874378,P54753_P10912.pdb
Q9H158,Q9Y5H2,-4.832309,Q9H158_Q9Y5H2.pdb
P10747,Q9P1W8,28.889712,P10747_Q9P1W8.pdb
P01730,Q8TDQ1,18.814247,P01730_Q8TDQ1.pdb
Q13634,Q13634,9.502542,Q13634_Q13634.pdb
Q9NZQ7,Q9NZQ7,30.977486,Q9NZQ7_Q9NZQ7.pdb
Q9Y5H9,Q9UN70,-5.394356,Q9Y5H9_Q9UN70.pdb
Q9H158,Q08174,-3.83838,Q9H158_Q08174.pdb
Q9Y5H0,Q9Y5F9,-5.086062,Q9Y5H0_Q9Y5F9.pdb
Q13477,Q13477,-2.404737,Q13477_Q13477.pdb
P33681,Q9P1W8,114.033067,P33681_Q9P1W8.pdb
Q96QU1,Q9NRJ7,-4.894246,Q96QU1_Q9NRJ7.pdb
Q02297,P37173,10.225335,Q02297_P37173.pdb
P55291,Q9Y5F9,-4.74203,P55291_Q9Y5F9.pdb
Q9BWV1,P32004,63.589334,Q9BWV1_P32004.pdb
Q9Y5G6,Q9Y5F9,-5.221695,Q9Y5G6_Q9Y5F9.pdb
P10966,P17301,-1.629909,P10966_P17301.pdb
Q96PX8,O94933,59.470572,Q96PX8_O94933.pdb
P08581,O00206,17.382683,P08581_O00206.pdb
P54756,P21802,11.434408,P54756_P21802.pdb
Q12864,Q9BQT9,4.943339,Q12864_Q9BQT9.pdb
Q8N6Y1,Q9Y5F0,-5.577929,Q8N6Y1_Q9Y5F0.pdb
Q13740,Q92823,25.869734,Q13740_Q92823.pdb
P40259,P01903,102.996027,P40259_P01903.pdb
P01920,Q30201,242.090142,P01920_Q30201.pdb
P10321,P01732,327.221308,P10321_P01732.pdb
Q8WVV5,P78410,213.736286,Q8WVV5_P78410.pdb
Q12866,O15146,60.990531,Q12866_O15146.pdb
P00533,Q92854,250.963726,P00533_Q92854.pdb
Q86WK6,P55287,-4.427619,Q86WK6_P55287.pdb
Q15375,Q16620,141.033579,Q15375_Q16620.pdb
Q86WK6,Q8TDW7,-7.01894,Q86WK6_Q8TDW7.pdb
Q9Y5H7,Q9UN71,-4.2243,Q9Y5H7_Q9UN71.pdb
Q9H013,Q99965,299.498374,Q9H013_Q99965.pdb
O43184,P16070,277.276531,O43184_P16070.pdb
Q15303,P42701,66.817027,Q15303_P42701.pdb
Q15375,Q02297,-4.583398,Q15375_Q02297.pdb
Q9UN74,O95206,-5.337131,Q9UN74_O95206.pdb
Q9Y4C0,Q96MS0,17.02652,Q9Y4C0_Q96MS0.pdb
Q9UF33,Q16620,5.839153,Q9UF33_Q16620.pdb
P54753,O95754,1.935881,P54753_O95754.pdb
P05067,Q9NZN1,-4.7,P05067_Q9NZN1.pdb
Q7Z6A9,P20701,2.413107,Q7Z6A9_P20701.pdb
Q86SJ6,Q9Y5I3,6.944128,Q86SJ6_Q9Y5I3.pdb
Q9UIW2,Q9H3T3,-1.419107,Q9UIW2_Q9H3T3.pdb
Q9UM47,P07204,193.084049,Q9UM47_P07204.pdb
P19235,P46531,179.298351,P19235_P46531.pdb
P06729,P43146,66.63513,P06729_P43146.pdb
P09564,P00533,87.93543,P09564_P00533.pdb
O95727,Q96MS0,178.6979,O95727_Q96MS0.pdb
P11912,P01906,49.027717,P11912_P01906.pdb
Q9ULB5,Q9Y5H0,-1.139456,Q9ULB5_Q9Y5H0.pdb
P43631,Q8N743,265.034371,P43631_Q8N743.pdb
O75144,Q5T2D2,146.32847,O75144_Q5T2D2.pdb
P04439,P04439,10.125553,P04439_P04439.pdb
P55286,Q8TAB3,-1.734327,P55286_Q8TAB3.pdb
P06126,Q8N423,32.325255,P06126_Q8N423.pdb
P22223,Q9Y5I4,-2.207764,P22223_Q9Y5I4.pdb
P31785,Q8TD46,33.882958,P31785_Q8TD46.pdb
Q13651,P20701,-3.828841,Q13651_P20701.pdb
Q9UM44,Q6Q8B3,122.628878,Q9UM44_Q6Q8B3.pdb
Q9HCK4,O00206,0.091338,Q9HCK4_O00206.pdb
P55283,Q9H156,17.156449,P55283_Q9H156.pdb
P59901,Q8NHL6,77.833423,P59901_Q8NHL6.pdb
Q14118,Q02763,84.586304,Q14118_Q02763.pdb
O75309,Q9Y5F3,-5.433253,O75309_Q9Y5F3.pdb
Q9BZA8,Q9Y5G7,-4.320412,Q9BZA8_Q9Y5G7.pdb
P10912,P56199,35.514757,P10912_P56199.pdb
Q86SJ6,Q9Y5E5,1.096718,Q86SJ6_Q9Y5E5.pdb
P05362,Q9P1W8,47.890794,P05362_Q9P1W8.pdb
Q86WK7,P20701,62.257878,Q86WK7_P20701.pdb
Q8NHL6,Q02297,70.213449,Q8NHL6_Q02297.pdb
P55291,Q96FE5,1.960636,P55291_Q96FE5.pdb
Q9NRJ7,Q9Y5G7,-5.774599,Q9NRJ7_Q9Y5G7.pdb
P55285,Q9Y5G3,-1.506622,P55285_Q9Y5G3.pdb
P22223,Q9Y5E2,-1.055004,P22223_Q9Y5E2.pdb
P57087,Q9Y6N7,78.47563,P57087_Q9Y6N7.pdb
P54762,P21860,19.756367,P54762_P21860.pdb
P08514,P38570,31.859064,P08514_P38570.pdb
Q6UWB1,O75144,79.652832,Q6UWB1_O75144.pdb
P05067,Q16620,33.305246,P05067_Q16620.pdb
Q86SJ6,Q9Y5H9,4.2518,Q86SJ6_Q9Y5H9.pdb
P06729,Q8NHL6,116.614786,P06729_Q8NHL6.pdb
Q9HBB8,Q9Y5G8,10.145697,Q9HBB8_Q9Y5G8.pdb
P17301,O60603,372.67965,P17301_O60603.pdb
Q02413,Q9Y5F0,1.99127,Q02413_Q9Y5F0.pdb
Q8N423,P28908,-1.989412,Q8N423_P28908.pdb
P17301,P53708,98.456345,P17301_P53708.pdb
P15813,Q99650,200.355468,P15813_Q99650.pdb
P01732,P01833,110.722276,P01732_P01833.pdb
Q96AP7,P05362,60.231777,Q96AP7_P05362.pdb
P16471,P19320,12.024678,P16471_P19320.pdb
Q13634,Q9Y5G4,0.004931,Q13634_Q9Y5G4.pdb
P54753,Q9HCK4,124.435427,P54753_Q9HCK4.pdb
Q9H159,Q9HCL0,4.080692,Q9H159_Q9HCL0.pdb
Q8N3J6,O95297,268.208219,Q8N3J6_O95297.pdb
P09564,P21802,91.024657,P09564_P21802.pdb
Q99062,O15389,50.061361,Q99062_O15389.pdb
Q92692,P36941,28.959206,Q92692_P36941.pdb
Q99075,Q02763,168.027198,Q99075_Q02763.pdb
Q9UN70,Q9HC56,-3.900058,Q9UN70_Q9HC56.pdb
Q5JZY3,P17948,15.137913,Q5JZY3_P17948.pdb
Q9H013,Q13443,302.211365,Q9H013_Q13443.pdb
P10966,O95297,10.626059,P10966_O95297.pdb
Q08554,Q9Y5I2,1.246252,Q08554_Q9Y5I2.pdb
Q14574,Q8N6Y1,-4.76836,Q14574_Q8N6Y1.pdb
Q9BQT9,Q9Y5G4,3.4171,Q9BQT9_Q9Y5G4.pdb
P43146,O95754,233.221205,P43146_O95754.pdb
Q29980,O15455,30.700028,Q29980_O15455.pdb
Q96QU1,Q9HCL0,-5.186697,Q96QU1_Q9HCL0.pdb
Q9Y5G1,Q9Y5F6,-4.890344,Q9Y5G1_Q9Y5F6.pdb
Q12864,A6H8M9,-4.493194,Q12864_A6H8M9.pdb
P14616,P05106,148.632747,P14616_P05106.pdb
Q9Y5E4,O60245,-4.584353,Q9Y5E4_O60245.pdb
Q14517,Q9Y5H6,-5.025945,Q14517_Q9Y5H6.pdb
P07359,Q9NR96,14.182149,P07359_Q9NR96.pdb
P46531,Q9C0C4,271.454394,P46531_Q9C0C4.pdb
P20701,P06756,38.864112,P20701_P06756.pdb
P13612,P08648,52.144715,P13612_P08648.pdb
Q9Y6N8,Q9Y5E8,-2.001188,Q9Y6N8_Q9Y5E8.pdb
P07766,Q99665,30.535958,P07766_Q99665.pdb
A6H8M9,Q9UN67,-5.5819,A6H8M9_Q9UN67.pdb
Q6UXL0,Q9Y6Q6,-4.7,Q6UXL0_Q9Y6Q6.pdb
P78552,P08575,201.762001,P78552_P08575.pdb
Q86SJ6,Q9Y5E3,5.508289,Q86SJ6_Q9Y5E3.pdb
P29323,Q02763,113.425156,P29323_Q02763.pdb
P08575,P13726,271.664629,P08575_P13726.pdb
Q96AP7,O14511,72.340746,Q96AP7_O14511.pdb
Q04771,P36894,-3.790239,Q04771_P36894.pdb
P10747,P17301,25.300622,P10747_P17301.pdb
P10966,P40200,113.615679,P10966_P40200.pdb
Q01151,P42081,7.045968,Q01151_P42081.pdb
Q8WWV6,Q8TD46,12.897916,Q8WWV6_Q8TD46.pdb
Q8IXH8,Q9UN71,-0.562761,Q8IXH8_Q9UN71.pdb
Q9HBT6,P55285,5.189125,Q9HBT6_P55285.pdb
P08069,Q92692,60.154418,P08069_Q92692.pdb
Q9H6B4,O95727,108.078866,Q9H6B4_O95727.pdb
P17693,O95976,256.489361,P17693_O95976.pdb
P26010,P46531,163.208609,P26010_P46531.pdb
Q9Y5E4,O60330,-5.675004,Q9Y5E4_O60330.pdb
Q5ZPR3,P43489,-2.235535,Q5ZPR3_P43489.pdb
P08069,Q04721,23.183743,P08069_Q04721.pdb
O15197,P46531,31.652097,O15197_P46531.pdb
Q9Y6N8,Q8TAB3,-0.676301,Q9Y6N8_Q8TAB3.pdb
Q14574,Q9Y5F2,-4.650215,Q14574_Q9Y5F2.pdb
P19235,P14616,3.734176,P19235_P14616.pdb
P10912,Q99665,14.654806,P10912_Q99665.pdb
P15509,P05107,347.442429,P15509_P05107.pdb
Q9Y5F0,Q9Y5H4,-5.474285,Q9Y5F0_Q9Y5H4.pdb
P32004,Q8N423,67.381281,P32004_Q8N423.pdb
P09619,P35968,-3.476017,P09619_P35968.pdb
Q8IXH8,Q9BYE9,-5.707849,Q8IXH8_Q9BYE9.pdb
O95976,O60603,1.329432,O95976_O60603.pdb
P29320,P05106,56.84599,P29320_P05106.pdb
Q92692,Q9P1W8,110.830611,Q92692_Q9P1W8.pdb
P42081,P08887,103.131975,P42081_P08887.pdb
O94856,O94933,2.222478,O94856_O94933.pdb
P11362,O00206,3.778309,P11362_O00206.pdb
Q9Y5I1,Q9Y5E6,-5.480762,Q9Y5I1_Q9Y5E6.pdb
P39656,P19438,-3.966196,P39656_P19438.pdb
P04234,Q8N423,38.943895,P04234_Q8N423.pdb
P55289,Q9Y5G4,0.004931,P55289_Q9Y5G4.pdb
O95976,Q8NHL6,7.66509,O95976_Q8NHL6.pdb
P01732,P28908,1.195854,P01732_P28908.pdb
P18564,Q9BZZ2,216.502337,P18564_Q9BZZ2.pdb
Q15399,Q9NYK1,242.59142,Q15399_Q9NYK1.pdb
P43146,Q15375,411.217468,P43146_Q15375.pdb
Q9Y5F6,Q08174,-4.236961,Q9Y5F6_Q08174.pdb
Q13349,Q86YT9,122.021398,Q13349_Q86YT9.pdb
P20963,Q13291,25.91657,P20963_Q13291.pdb
P06126,P05538,238.99137,P06126_P05538.pdb
P36896,Q16288,193.707892,P36896_Q16288.pdb
P09619,P13726,23.681994,P09619_P13726.pdb
Q86SJ6,Q9Y5F9,2.672139,Q86SJ6_Q9Y5F9.pdb
Q9Y624,P19438,-2.820269,Q9Y624_P19438.pdb
Q8TDQ1,Q9UKJ1,18.749375,Q8TDQ1_Q9UKJ1.pdb
Q496F6,Q9UGN4,61.506857,Q496F6_Q9UGN4.pdb
P08648,P07204,-4.7,P08648_P07204.pdb
P78310,P25189,8.985794,P78310_P25189.pdb
Q8N6Y1,Q9Y5H7,-5.245402,Q8N6Y1_Q9Y5H7.pdb
P36894,P35968,33.620488,P36894_P35968.pdb
P01730,P01906,155.735244,P01730_P01906.pdb
P05067,P40198,-4.822787,P05067_P40198.pdb
P48357,Q92673,41.227843,P48357_Q92673.pdb
P16581,P16284,161.879212,P16581_P16284.pdb
Q5ZPR3,O15031,219.946345,Q5ZPR3_O15031.pdb
P01889,Q6UXG3,252.141933,P01889_Q6UXG3.pdb
Q30201,O94856,18.643426,Q30201_O94856.pdb
Q9ULB5,O95206,-2.523514,Q9ULB5_O95206.pdb
Q86UP0,Q9Y5I1,-1.819757,Q86UP0_Q9Y5I1.pdb
P54762,Q9UM47,61.344746,P54762_Q9UM47.pdb
O75309,Q9Y5I0,-3.301399,O75309_Q9Y5I0.pdb
Q12864,Q9NYQ8,-5.577964,Q12864_Q9NYQ8.pdb
P04626,P19320,102.88556,P04626_P19320.pdb
P10586,Q15256,100.248125,P10586_Q15256.pdb
P54762,P29323,-5.188292,P54762_P29323.pdb
P16284,O60603,14.466862,P16284_O60603.pdb
P10966,P00533,141.42768,P10966_P00533.pdb
Q96QU1,Q9Y5F2,-4.604498,Q96QU1_Q9Y5F2.pdb
P35968,P78423,39.757631,P35968_P78423.pdb
P55287,Q9Y5H8,-3.351982,P55287_Q9Y5H8.pdb
P29323,P21802,53.205987,P29323_P21802.pdb
Q9UKX5,P11215,7.561599,Q9UKX5_P11215.pdb
P22223,Q9UN71,-1.347373,P22223_Q9UN71.pdb
P29017,P16410,230.689043,P29017_P16410.pdb
P23469,Q92729,1.976804,P23469_Q92729.pdb
P01732,P24071,62.118259,P01732_P24071.pdb
P07766,P05106,92.27041,P07766_P05106.pdb
Q9Y5G4,Q9Y5G6,-5.347539,Q9Y5G4_Q9Y5G6.pdb
Q7Z6A9,Q7Z6A9,22.716742,Q7Z6A9_Q7Z6A9.pdb
Q7Z6A9,P43489,-1.697028,Q7Z6A9_P43489.pdb
Q9UN73,Q9Y5E3,-5.080861,Q9UN73_Q9Y5E3.pdb
O43570,P23470,0.317015,O43570_P23470.pdb
P32004,Q9HCK4,64.609966,P32004_Q9HCK4.pdb
Q5ZPR3,P13612,188.79399,Q5ZPR3_P13612.pdb
Q9H251,Q9UN67,-4.958602,Q9H251_Q9UN67.pdb
P50895,Q8TD84,46.827691,P50895_Q8TD84.pdb
Q15762,P17927,22.301409,Q15762_P17927.pdb
Q6V0I7,Q9Y5E4,-5.366153,Q6V0I7_Q9Y5E4.pdb
Q9HBE5,P16871,127.820484,Q9HBE5_P16871.pdb
O00238,O14522,35.855958,O00238_O14522.pdb
P55286,Q9BZA7,-0.907211,P55286_Q9BZA7.pdb
P17301,P17948,49.318899,P17301_P17948.pdb
P29317,P54760,9.282247,P29317_P54760.pdb
P00533,P40189,102.817202,P00533_P40189.pdb
Q15762,Q92692,157.05178,Q15762_Q92692.pdb
Q9BQT9,O14917,-2.220502,Q9BQT9_O14917.pdb
P20138,Q8N423,226.114753,P20138_Q8N423.pdb
Q9UJ99,P33151,-3.743418,Q9UJ99_P33151.pdb
Q9ULB4,Q9Y5H2,0.134297,Q9ULB4_Q9Y5H2.pdb
P01732,Q5SQ64,150.055147,P01732_Q5SQ64.pdb
P05107,Q15223,2.082207,P05107_Q15223.pdb
Q8TD84,Q96FE5,341.053731,Q8TD84_Q96FE5.pdb
Q9NR61,Q9Y6N7,30.676278,Q9NR61_Q9Y6N7.pdb
P36896,P09603,146.070653,P36896_P09603.pdb
Q86WK6,Q96PX8,140.190938,Q86WK6_Q96PX8.pdb
P05362,P19256,89.583536,P05362_P19256.pdb
P55285,Q9H158,-1.59708,P55285_Q9H158.pdb
P00533,Q8IU57,14.380311,P00533_Q8IU57.pdb
Q6UXL0,P11215,93.973965,Q6UXL0_P11215.pdb
Q86WK6,O95206,-4.791905,Q86WK6_O95206.pdb
P28827,O14522,1.381256,P28827_O14522.pdb
P17301,P26012,13.890527,P17301_P26012.pdb
Q9HBT6,Q08554,8.159613,Q9HBT6_Q08554.pdb
P14616,P23469,4.950186,P14616_P23469.pdb
P48357,O95297,6.244438,P48357_O95297.pdb
P05556,P19320,121.747926,P05556_P19320.pdb
P00533,Q58EX2,80.112105,P00533_Q58EX2.pdb
P16070,P53708,420.979533,P16070_P53708.pdb
Q9UKX5,P46531,22.773642,Q9UKX5_P46531.pdb
P04439,P29016,288.589445,P04439_P29016.pdb
P16871,Q9Y6Q6,-4.7,P16871_Q9Y6Q6.pdb
Q13683,P05556,5.706709,Q13683_P05556.pdb
P56199,P53708,92.851792,P56199_P53708.pdb
P01589,Q9HCK4,103.505006,P01589_Q9HCK4.pdb
Q8NHJ6,Q15116,100.931248,Q8NHJ6_Q15116.pdb
P37023,Q04771,-5.087883,P37023_Q04771.pdb
P10747,O60603,30.94143,P10747_O60603.pdb
P11362,Q9BQ51,109.099167,P11362_Q9BQ51.pdb
P24394,P05556,-4.372662,P24394_P05556.pdb
Q9NYJ7,P78504,4.574887,Q9NYJ7_P78504.pdb
P26842,P16410,0.298052,P26842_P16410.pdb
P42081,O60603,7.62975,P42081_O60603.pdb
Q9NZQ7,Q495A1,168.385644,Q9NZQ7_Q495A1.pdb
Q9H159,Q9Y5F0,-1.729219,Q9H159_Q9Y5F0.pdb
P35070,P13726,112.687642,P35070_P13726.pdb
O00206,P36941,9.267074,O00206_P36941.pdb
O95976,Q9NQ25,1.921754,O95976_Q9NQ25.pdb
P17693,Q29983,224.299031,P17693_Q29983.pdb
P55286,Q9BZA8,-1.327476,P55286_Q9BZA8.pdb
Q9HB29,P05556,209.905038,Q9HB29_P05556.pdb
P29322,P54753,4.29057,P29322_P54753.pdb
Q02413,Q9UN74,3.814479,Q02413_Q9UN74.pdb
Q9Y5H7,Q9UN66,-5.156938,Q9Y5H7_Q9UN66.pdb
Q9NPH3,Q9NR97,251.602789,Q9NPH3_Q9NR97.pdb
Q9NRJ7,Q9HC56,-4.55861,Q9NRJ7_Q9HC56.pdb
Q86SJ6,Q9Y5G3,5.224524,Q86SJ6_Q9Y5G3.pdb
P01732,P13598,73.010108,P01732_P13598.pdb
P23229,P05107,118.39546,P23229_P05107.pdb
P16410,Q9BX67,-2.74534,P16410_Q9BX67.pdb
P78552,Q8N423,24.914663,P78552_Q8N423.pdb
P40198,Q6UXZ3,32.410258,P40198_Q6UXZ3.pdb
P54760,P22455,10.301356,P54760_P22455.pdb
Q86UE6,Q16620,4.91826,Q86UE6_Q16620.pdb
Q9HBT6,Q9HBB8,-4.02202,Q9HBT6_Q9HBB8.pdb
Q9H251,Q9Y5E4,-4.653358,Q9H251_Q9Y5E4.pdb
P08887,P10586,417.738315,P08887_P10586.pdb
P06756,P23470,32.677737,P06756_P23470.pdb
P16410,Q9Y2C9,49.698369,P16410_Q9Y2C9.pdb
P43629,Q8NHL6,65.154238,P43629_Q8NHL6.pdb
Q9Y5H1,Q9Y5G6,-5.442964,Q9Y5H1_Q9Y5G6.pdb
P15813,Q8TD07,660.403795,P15813_Q8TD07.pdb
P13224,Q96JA1,17.900274,P13224_Q96JA1.pdb
Q16671,P01732,-5.074569,Q16671_P01732.pdb
Q9Y5I0,Q9Y5E7,-4.311149,Q9Y5I0_Q9Y5E7.pdb
P09603,P08138,156.040032,P09603_P08138.pdb
Q96J84,O60462,199.170306,Q96J84_O60462.pdb
Q7Z6A9,P37173,7.196514,Q7Z6A9_P37173.pdb
Q14118,O14944,20.701438,Q14118_O14944.pdb
Q9Y6N7,O95185,82.789145,Q9Y6N7_O95185.pdb
Q9Y6N8,Q9UN74,-1.980046,Q9Y6N8_Q9UN74.pdb
Q86WK6,Q9NPG4,-3.253486,Q86WK6_Q9NPG4.pdb
P12314,Q92637,366.51934,P12314_Q92637.pdb
P17693,O75019,54.136448,P17693_O75019.pdb
P37023,P36894,-5.390696,P37023_P36894.pdb
P16410,O15455,48.154839,P16410_O15455.pdb
Q9UN74,Q9Y5F9,-5.236088,Q9UN74_Q9Y5F9.pdb
P21802,P35968,128.984267,P21802_P35968.pdb
Q8IZU9,P19320,857.279294,Q8IZU9_P19320.pdb
Q6V0I7,Q9UN70,-4.809492,Q6V0I7_Q9UN70.pdb
O00533,P13612,227.874903,O00533_P13612.pdb
O94985,Q9Y5H0,91.25089,O94985_Q9Y5H0.pdb
P32927,P05556,274.406333,P32927_P05556.pdb
P04626,O95297,113.923525,P04626_O95297.pdb
P46531,P16234,97.559241,P46531_P16234.pdb
P10912,Q6UWB1,13.791362,P10912_Q6UWB1.pdb
P10966,P43631,94.56708,P10966_P43631.pdb
P13612,P48357,122.727992,P13612_P48357.pdb
Q9NPY3,P33151,23.049309,Q9NPY3_P33151.pdb
P01732,Q8NAU1,11.903356,P01732_Q8NAU1.pdb
P55285,Q9Y5G5,-0.627369,P55285_Q9Y5G5.pdb
O60469,P36897,8.327446,O60469_P36897.pdb
Q9BQT9,Q9Y5H3,-1.68363,Q9BQT9_Q9Y5H3.pdb
P29317,P29320,-2.634754,P29317_P29320.pdb
P58400,Q9Y4C0,6.469324,P58400_Q9Y4C0.pdb
P07359,O60603,23.453404,P07359_O60603.pdb
Q16620,P35590,29.495179,Q16620_P35590.pdb
P18433,Q16849,23.581936,P18433_Q16849.pdb
P05067,Q5DX21,94.309456,P05067_Q5DX21.pdb
P05362,Q9BTN0,13.622585,P05362_Q9BTN0.pdb
P23229,P20702,93.740706,P23229_P20702.pdb
Q9BY67,P06729,125.544657,Q9BY67_P06729.pdb
P08069,P14616,1.91426,P08069_P14616.pdb
Q9UN66,Q9Y5G4,-5.71553,Q9UN66_Q9Y5G4.pdb
Q9HBE5,Q5T2D2,8.038251,Q9HBE5_Q5T2D2.pdb
P26842,Q9Y6W8,34.967065,P26842_Q9Y6W8.pdb
P29320,P04629,67.718327,P29320_P04629.pdb
Q15303,Q92823,103.460576,Q15303_Q92823.pdb
P29323,P42702,443.378269,P29323_P42702.pdb
P15391,Q29980,287.128053,P15391_Q29980.pdb
P07333,P29323,-4.7,P07333_P29323.pdb
P22223,Q02487,0.948635,P22223_Q02487.pdb
Q16671,P22455,19.982395,Q16671_P22455.pdb
P09564,Q30201,344.473745,P09564_Q30201.pdb
P20701,P18084,14.449967,P20701_P18084.pdb
Q9UN73,Q9Y5E2,-4.401583,Q9UN73_Q9Y5E2.pdb
Q14626,P48357,335.479398,Q14626_P48357.pdb
P40189,P10721,63.257368,P40189_P10721.pdb
Q9NRJ7,Q9Y5G1,-5.244975,Q9NRJ7_Q9Y5G1.pdb
P05107,P16581,208.703655,P05107_P16581.pdb
P31785,P14151,19.375979,P31785_P14151.pdb
Q8TAB3,Q9Y5G8,-5.087341,Q8TAB3_Q9Y5G8.pdb
P22223,P07359,14.300075,P22223_P07359.pdb
Q5ZPR3,P17301,3.751455,Q5ZPR3_P17301.pdb
P32926,Q9Y5F6,6.441567,P32926_Q9Y5F6.pdb
P13612,Q8TD46,10.583966,P13612_Q8TD46.pdb
Q9H158,Q9Y5G9,-4.972497,Q9H158_Q9Y5G9.pdb
Q9HCL0,Q9Y5F0,-5.475969,Q9HCL0_Q9Y5F0.pdb
P01730,P30203,-4.7,P01730_P30203.pdb
P19022,Q9Y5F8,-3.853195,P19022_Q9Y5F8.pdb
